id,first_name,last_name,email,gender,part_time_job,weekly_self_study_hours,career_aspiration,interest_areas,skills,education_level,experience,career_goals
141,James,Singh,james.singh.141@gslingacademy.com,male,False,16,Data Engineer,Database Management_Software Development,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
142,Marc,Villanueva,marc.villanueva.142@gslingacademy.com,male,True,3,Artificial Intelligence Engineer,Data Science_Machine Learning_Artificial Intelligence,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
143,Cathy,Wilson,cathy.wilson.143@gslingacademy.com,female,False,29,Mobile App Tester,Mobile App Development_Game Development,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
144,Adam,Mitchell,adam.mitchell.144@gslingacademy.com,male,False,18,Automation Tester,Software Testing_QA,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
145,Sherry,Phillips,sherry.phillips.145@gslingacademy.com,female,False,3,FullStack Developer,Web Development_UI/UX Design,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
146,Victor,Jones,victor.jones.146@gslingacademy.com,male,False,6,Business Systems Analyst,Business Systems Analysis_Product Management,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
147,Mark,Young,mark.young.147@gslingacademy.com,male,False,2,UI Designer,User Experience Design_User Interface Design,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
148,Matthew,Jackson,matthew.jackson.148@gslingacademy.com,male,False,34,Information Security Specialist,Cybersecurity_Cloud Computing,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
149,Tanya,Nichols,tanya.nichols.149@gslingacademy.com,female,False,22,Software Architect,Technical Writing_Software Architecture,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
150,Julie,Gray,julie.gray.150@gslingacademy.com,female,True,4,IoT Engineer,Robotics_Automation_IoT,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
151,Courtney,Perry,courtney.perry.151@gslingacademy.com,female,False,3,Mobile App Developer,Web Development_UI/UX Design,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
152,Stephen,Rodriguez,stephen.rodriguez.152@gslingacademy.com,male,True,2,Performance Tester,Software Testing_QA,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
153,Elizabeth,Robinson,elizabeth.robinson.153@gslingacademy.com,female,False,18,Product Manager,Business Systems Analysis_Product Management,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
154,William,Graves,william.graves.154@gslingacademy.com,male,False,8,FullStack Developer,Web Development_UI/UX Design,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,1 years,Data Analyst
155,Nancy,Moore,nancy.moore.155@gslingacademy.com,female,False,33,Android Developer,Mobile App Development_Game Development,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Mobile Game Developer
156,Matthew,Newman,matthew.newman.156@gslingacademy.com,male,False,13,Data Analyst,Data Science_Machine Learning_Artificial Intelligence,Software Testing Tools_QA Frameworks,Bachelor's Degree,3 years,Software Tester
157,Anita,Moore,anita.moore.157@gslingacademy.com,female,False,17,Network Security Specialist,Cybersecurity_Cloud Computing,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,5 years,Web Developer
158,Brian,Sanchez,brian.sanchez.158@gslingacademy.com,male,True,1,Database Developer,Database Management_Software Development,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
159,Dennis,Phillips,dennis.phillips.159@gslingacademy.com,male,True,3,Machine Learning Engineer,Robotics_Automation_IoT,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
160,Michael,Rivas,michael.rivas.160@gslingacademy.com,male,True,33,Security Tester,Software Testing_QA,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
161,Ryan,Smith,ryan.smith.161@gslingacademy.com,male,False,12,Frontend Developer,Web Development_UI/UX Design,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
162,Anthony,Sullivan,anthony.sullivan.162@gslingacademy.com,male,True,24,Android Developer,Mobile App Development_Game Development,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
163,Troy,Shepherd,troy.shepherd.163@gslingacademy.com,male,False,33,Data Scientist,Data Science_Machine Learning_Artificial Intelligence,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
164,Nicholas,Clayton,nicholas.clayton.164@gslingacademy.com,male,False,44,Cybersecurity Specialist,Cybersecurity_Cloud Computing,Software Testing Tools_QA Frameworks,Master's Degree,3 years,QA Lead
165,Denise,Schneider,denise.schneider.165@gslingacademy.com,female,False,15,Database Designer,Database Management_Software Development,Business Systems Analysis_Product Management Tools,Master's Degree,7 years,Business Systems Analyst (Project Management)
166,Lisa,Silva,lisa.silva.166@gslingacademy.com,female,False,5,Robotics Engineer,Robotics_Automation_IoT,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,1 years,Freelance
167,Laura,Reilly,laura.reilly.167@gslingacademy.com,female,True,5,Software Tester,Software Testing_QA,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Startup
168,Amy,Peterson,amy.peterson.168@gslingacademy.com,female,False,22,Business Systems Analyst,Business Systems Analysis_Product Management,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,0 years,Research Scientist
169,Fernando,Sexton,fernando.sexton.169@gslingacademy.com,male,False,9,UX Designer,User Experience Design_User Interface Design,Cybersecurity Tools_Cloud Platforms,Bachelor's Degree,1 years,Security Engineer
170,Evan,Christian,evan.christian.170@gslingacademy.com,male,False,34,Software Architect,Technical Writing_Software Architecture,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,3 years,Database Architect
171,Rebecca,Norris,rebecca.norris.171@gslingacademy.com,female,False,34,iOS Developer,Mobile App Development_Game Development,Robotics Automation_IoT Platforms,Bachelor's Degree,5 years,Robotics Engineer
172,Erica,Marks,erica.marks.172@gslingacademy.com,female,False,25,Product Manager,Business Systems Analysis_Product Management,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
173,Rhonda,Webster,rhonda.webster.173@gslingacademy.com,female,False,31,Machine Learning Engineer,Data Science_Machine Learning_Artificial Intelligence,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
174,John,Bennett,john.bennett.174@gslingacademy.com,male,False,33,UI Designer,User Experience Design_User Interface Design,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
175,Amanda,Murphy,amanda.murphy.175@gslingacademy.com,female,False,3,Database Developer,Database Management_Software Development,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
176,Jeremy,Barnes,jeremy.barnes.176@gslingacademy.com,male,False,20,Game Developer,Mobile App Development_Game Development,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
177,John,Brown,john.brown.177@gslingacademy.com,male,False,15,Backend Developer,Web Development_UI/UX Design,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
178,Traci,Boyd,traci.boyd.178@gslingacademy.com,female,False,26,Automation Engineer,Robotics_Automation_IoT,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
179,Elizabeth,Butler,elizabeth.butler.179@gslingacademy.com,female,False,35,Cybersecurity Engineer,Cybersecurity_Cloud Computing,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
180,Alex,Clark,alex.clark.180@gslingacademy.com,male,False,12,Technical Writer,Technical Writing_Software Architecture,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
181,Christopher,Wolfe,christopher.wolfe.181@gslingacademy.com,male,False,5,Data Engineer,Database Management_Software Development,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
182,Jason,Bell,jason.bell.182@gslingacademy.com,male,False,31,Artificial Intelligence Engineer,Data Science_Machine Learning_Artificial Intelligence,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
183,Victoria,Donaldson,victoria.donaldson.183@gslingacademy.com,female,False,28,Mobile App Tester,Mobile App Development_Game Development,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
184,Logan,Cox,logan.cox.184@gslingacademy.com,male,False,5,Automation Tester,Software Testing_QA,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
185,Rachel,Hill,rachel.hill.185@gslingacademy.com,female,False,33,FullStack Developer,Web Development_UI/UX Design,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
186,Jenny,Lloyd,jenny.lloyd.186@gslingacademy.com,female,False,2,Business Systems Analyst,Business Systems Analysis_Product Management,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
187,Joan,Cohen,joan.cohen.187@gslingacademy.com,female,False,9,UI Designer,User Experience Design_User Interface Design,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,1 years,Data Analyst
188,Kimberly,Lopez,kimberly.lopez.188@gslingacademy.com,female,True,0,Information Security Specialist,Cybersecurity_Cloud Computing,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Mobile Game Developer
189,Steven,Walker,steven.walker.189@gslingacademy.com,male,False,26,Software Architect,Technical Writing_Software Architecture,Software Testing Tools_QA Frameworks,Bachelor's Degree,3 years,Software Tester
190,Sonia,Bowers,sonia.bowers.190@gslingacademy.com,female,False,30,IoT Engineer,Robotics_Automation_IoT,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,5 years,Web Developer
191,Penny,Perez,penny.perez.191@gslingacademy.com,female,False,1,Mobile App Developer,Web Development_UI/UX Design,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
192,Mike,Harris,mike.harris.192@gslingacademy.com,male,False,26,Performance Tester,Software Testing_QA,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
193,Vanessa,Sweeney,vanessa.sweeney.193@gslingacademy.com,female,False,2,Product Manager,Business Systems Analysis_Product Management,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
194,Adam,Edwards,adam.edwards.194@gslingacademy.com,male,False,9,FullStack Developer,Web Development_UI/UX Design,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
195,Angelica,Johnson,angelica.johnson.195@gslingacademy.com,female,False,30,Android Developer,Mobile App Development_Game Development,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
196,Tiffany,Hernandez,tiffany.hernandez.196@gslingacademy.com,female,False,24,Data Analyst,Data Science_Machine Learning_Artificial Intelligence,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
197,Mark,Myers,mark.myers.197@gslingacademy.com,male,False,21,Network Security Specialist,Cybersecurity_Cloud Computing,Software Testing Tools_QA Frameworks,Master's Degree,3 years,QA Lead
198,Erica,Cochran,erica.cochran.198@gslingacademy.com,female,False,14,Database Developer,Database Management_Software Development,Business Systems Analysis_Product Management Tools,Master's Degree,7 years,Business Systems Analyst (Project Management)
199,Karen,Watson,karen.watson.199@gslingacademy.com,female,False,24,Machine Learning Engineer,Robotics_Automation_IoT,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,1 years,Freelance
200,Kathryn,Frazier,kathryn.frazier.200@gslingacademy.com,female,False,34,Security Tester,Software Testing_QA,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Startup
201,Anthony,Jackson,anthony.jackson.201@gslingacademy.com,male,False,34,Frontend Developer,Web Development_UI/UX Design,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,0 years,Research Scientist
202,Jordan,Perez,jordan.perez.202@gslingacademy.com,male,False,27,Android Developer,Mobile App Development_Game Development,Cybersecurity Tools_Cloud Platforms,Bachelor's Degree,1 years,Security Engineer
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,16,Data Scientist,Data Science_Machine Learning_Artificial Intelligence,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,3 years,Database Architect
204,Christina,Davis,christina.davis.204@gslingacademy.com,female,False,21,Cybersecurity Specialist,Cybersecurity_Cloud Computing,Robotics Automation_IoT Platforms,Bachelor's Degree,5 years,Robotics Engineer
205,April,Ryan,april.ryan.205@gslingacademy.com,female,False,1,Database Designer,Database Management_Software Development,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
206,Maxwell,Davis,maxwell.davis.206@gslingacademy.com,male,False,17,Robotics Engineer,Robotics_Automation_IoT,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
207,Matthew,Guzman,matthew.guzman.207@gslingacademy.com,male,False,0,Software Tester,Software Testing_QA,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
208,Robert,Mayer,robert.mayer.208@gslingacademy.com,male,False,12,Business Systems Analyst,Business Systems Analysis_Product Management,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
209,Amanda,Willis,amanda.willis.209@gslingacademy.com,female,False,22,UX Designer,User Experience Design_User Interface Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
210,Michele,Thomas,michele.thomas.210@gslingacademy.com,female,False,14,Software Architect,Technical Writing_Software Architecture,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
211,Tim,Turner,tim.turner.211@gslingacademy.com,male,False,41,iOS Developer,Mobile App Development_Game Development,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
212,Joe,Strickland,joe.strickland.212@gslingacademy.com,male,False,32,Product Manager,Business Systems Analysis_Product Management,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
213,Trevor,Cruz,trevor.cruz.213@gslingacademy.com,male,True,4,Machine Learning Engineer,Data Science_Machine Learning_Artificial Intelligence,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
214,Melissa,Roberts,melissa.roberts.214@gslingacademy.com,female,False,22,UI Designer,User Experience Design_User Interface Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
